Timestamp,Read Speed (MB/s),Write Speed (MB/s),Alert
2025-09-12 20:24:37,0.00,0.00,
2025-09-12 20:24:49,0.00,0.00,
2025-09-12 20:24:50,0.00,0.13,SPIKE DETECTED
2025-09-12 20:24:51,0.00,0.01,
2025-09-12 20:24:52,0.00,0.21,SPIKE DETECTED
2025-09-12 20:24:53,0.00,0.00,
2025-09-12 20:24:54,0.00,0.15,SPIKE DETECTED
2025-09-12 20:24:55,0.00,0.15,SPIKE DETECTED
2025-09-12 20:24:56,0.00,0.13,SPIKE DETECTED
2025-09-12 20:24:57,0.00,0.01,SPIKE DETECTED
2025-09-12 20:24:58,0.00,0.00,
2025-09-12 20:24:59,0.00,0.00,
2025-09-12 20:25:00,0.00,0.00,
2025-09-12 20:25:01,0.00,0.00,
2025-09-12 20:25:02,0.00,0.09,SPIKE DETECTED
2025-09-12 20:25:03,0.00,1.40,SPIKE DETECTED
2025-09-12 20:25:04,0.00,0.13,SPIKE DETECTED
2025-09-12 20:25:05,0.00,0.11,SPIKE DETECTED
2025-09-12 20:37:48,0.01,0.13,SPIKE DETECTED
2025-09-12 20:37:49,0.07,0.11,SPIKE DETECTED
2025-09-12 20:37:50,0.00,2.96,SPIKE DETECTED
2025-09-12 20:37:51,0.01,0.00,
2025-09-12 20:37:52,0.00,0.00,
2025-09-12 20:37:53,0.01,0.16,SPIKE DETECTED
2025-09-12 20:37:54,0.00,0.00,
2025-09-12 20:39:07,0.02,0.31,SPIKE DETECTED
2025-09-12 20:39:08,0.00,0.01,SPIKE DETECTED
2025-09-12 20:39:09,0.00,0.00,
2025-09-12 20:39:10,0.00,0.00,
2025-09-12 20:39:11,0.00,0.00,
2025-09-12 20:39:12,0.02,0.09,SPIKE DETECTED
2025-09-12 20:39:34,0.00,0.11,
2025-09-12 20:39:35,0.00,0.00,
2025-09-12 20:39:36,0.00,0.00,
2025-09-12 20:39:37,0.33,0.39,
2025-09-12 20:39:38,0.05,0.12,
2025-09-12 20:39:39,0.01,0.18,
2025-09-12 20:39:40,7.15,20.51,
2025-09-12 20:39:41,7.15,78.41,SPIKE DETECTED
2025-09-12 20:39:42,2.79,81.41,SPIKE DETECTED
2025-09-12 20:39:43,1.64,84.32,SPIKE DETECTED
2025-09-12 20:39:44,1.11,79.32,SPIKE DETECTED
2025-09-12 20:39:45,0.82,83.29,SPIKE DETECTED
2025-09-12 20:39:46,1.06,80.45,SPIKE DETECTED
2025-09-12 20:39:47,0.86,80.59,SPIKE DETECTED
2025-09-12 20:39:48,0.31,87.24,SPIKE DETECTED
2025-09-12 20:39:49,0.74,87.78,SPIKE DETECTED
2025-09-12 20:39:50,0.73,82.84,SPIKE DETECTED
2025-09-12 20:39:51,0.32,85.58,SPIKE DETECTED
2025-09-12 20:39:52,0.36,80.43,SPIKE DETECTED
2025-09-12 20:39:53,0.25,83.11,SPIKE DETECTED
2025-09-12 22:14:36,0.00,0.27,
2025-09-12 22:14:37,0.00,2.43,
2025-09-12 22:14:38,0.00,0.00,
2025-09-12 22:14:39,0.00,0.00,
2025-09-12 22:14:40,0.00,0.07,
2025-09-12 22:14:41,0.00,0.00,
2025-09-12 22:14:42,0.00,0.00,
2025-09-12 22:14:43,0.00,0.00,
2025-09-12 22:14:44,0.02,0.14,
2025-09-12 22:14:45,0.00,0.12,
2025-09-12 22:14:46,0.00,0.88,
2025-09-12 22:14:47,0.00,0.00,
2025-09-12 22:14:48,0.00,0.00,
2025-09-12 22:14:49,0.00,0.00,
2025-09-12 22:14:50,0.00,0.27,
2025-09-12 22:14:51,0.00,0.00,
2025-09-12 22:14:52,0.00,0.00,
2025-09-12 22:14:53,0.00,0.00,
2025-09-12 22:14:54,0.02,0.13,
2025-09-12 22:14:55,0.00,0.12,
2025-09-12 22:14:56,0.00,0.00,
2025-09-12 22:14:57,0.00,0.21,
2025-09-12 22:14:58,0.00,0.00,
2025-09-12 22:14:59,0.00,0.00,
2025-09-12 22:15:00,0.00,0.04,
2025-09-12 22:15:01,0.00,0.00,
2025-09-12 22:15:02,0.00,0.12,
2025-09-12 22:15:03,0.00,0.00,
2025-09-12 22:15:04,0.02,0.12,
2025-09-12 22:15:05,0.01,0.12,
2025-09-12 22:15:06,0.00,0.10,
2025-09-12 22:15:07,0.00,0.02,
2025-09-12 22:15:08,0.00,0.00,
2025-09-12 22:15:09,0.00,0.00,
2025-09-12 22:15:10,0.01,0.15,
2025-09-12 22:15:15,0.00,0.00,
2025-09-12 22:15:16,0.00,0.00,
2025-09-12 22:15:17,0.01,1.25,
2025-09-12 22:15:18,0.00,0.00,
2025-09-12 22:15:19,0.00,0.00,
2025-09-12 22:15:20,0.00,0.00,
2025-09-12 22:15:21,0.00,0.00,
2025-09-12 22:15:22,0.00,0.00,
2025-09-12 22:15:23,0.01,0.08,
2025-09-12 22:15:24,0.00,0.23,
2025-09-12 22:15:25,0.00,0.00,
2025-09-12 22:15:26,0.00,0.01,
2025-09-12 22:15:27,0.06,0.31,
2025-09-12 22:15:28,0.00,0.11,
2025-09-12 22:15:29,0.00,0.00,
2025-09-12 22:15:30,0.00,0.00,
2025-09-12 22:15:31,0.00,0.00,
2025-09-12 22:15:32,2.27,72.27,SPIKE DETECTED
2025-09-12 22:15:33,0.42,81.26,SPIKE DETECTED
2025-09-12 22:15:34,0.32,82.68,SPIKE DETECTED
2025-09-12 22:15:35,0.41,80.18,SPIKE DETECTED
2025-09-12 22:15:36,0.24,82.09,SPIKE DETECTED
2025-09-12 22:15:37,0.40,81.00,SPIKE DETECTED
2025-09-12 22:15:38,0.48,76.85,SPIKE DETECTED
2025-09-12 22:15:39,0.20,80.42,SPIKE DETECTED
2025-09-12 22:15:40,0.25,79.01,SPIKE DETECTED
2025-09-12 22:15:41,0.12,80.62,SPIKE DETECTED
2025-09-12 22:15:42,0.02,81.78,SPIKE DETECTED
2025-09-12 22:15:43,0.32,79.53,SPIKE DETECTED
2025-09-12 22:15:44,0.11,81.39,SPIKE DETECTED
2025-09-12 22:15:45,0.05,81.08,SPIKE DETECTED
2025-09-12 22:15:46,0.09,78.14,SPIKE DETECTED
2025-09-12 22:15:47,0.16,81.98,SPIKE DETECTED
2025-09-12 22:15:48,0.04,79.95,SPIKE DETECTED
2025-09-12 22:15:49,0.24,79.91,SPIKE DETECTED
2025-09-12 22:15:50,0.00,79.86,SPIKE DETECTED
2025-09-12 22:15:51,0.00,85.68,SPIKE DETECTED
2025-09-12 22:15:52,0.01,82.66,SPIKE DETECTED
2025-09-12 22:15:53,0.00,80.35,SPIKE DETECTED
2025-09-12 22:15:54,0.09,81.87,SPIKE DETECTED
2025-09-12 22:15:55,0.00,80.53,SPIKE DETECTED
2025-09-12 22:15:56,0.00,81.61,SPIKE DETECTED
2025-09-12 22:15:57,0.00,83.09,SPIKE DETECTED
2025-09-12 22:15:58,0.13,81.71,SPIKE DETECTED
2025-09-12 22:15:59,0.08,82.67,SPIKE DETECTED
2025-09-12 22:16:00,0.00,81.23,SPIKE DETECTED
2025-09-12 22:16:01,0.11,79.36,SPIKE DETECTED
2025-09-13 01:41:35,0.14,1.02,
2025-09-13 01:41:36,0.00,0.11,
2025-09-13 01:41:37,0.00,0.18,
2025-09-13 01:41:38,0.00,0.00,
2025-09-13 01:41:39,0.00,0.00,
2025-09-13 01:41:40,0.00,0.00,
2025-09-13 01:41:41,0.00,0.18,
2025-09-13 01:41:42,0.00,0.11,
2025-09-13 01:41:43,0.00,0.11,
2025-09-13 01:41:44,0.00,0.00,
2025-09-13 01:41:45,0.00,0.16,
2025-09-13 01:41:46,0.00,0.38,
2025-09-13 01:41:47,0.00,0.00,
2025-09-13 01:41:48,0.00,0.14,
2025-09-13 01:41:49,0.00,0.00,
2025-09-13 01:41:50,0.00,0.00,
2025-09-13 01:41:51,0.00,0.24,
2025-09-13 01:41:52,0.00,0.00,
2025-09-13 01:41:53,0.00,0.00,
2025-09-13 01:41:54,0.00,0.00,
2025-09-13 01:41:55,0.00,1.34,
2025-09-13 01:41:56,0.00,0.08,
2025-09-13 01:41:57,0.00,0.12,
2025-09-13 01:41:58,0.00,0.00,
2025-09-13 01:41:59,0.00,0.26,
2025-09-13 01:42:00,0.00,0.00,
2025-09-13 01:42:01,0.00,0.21,
2025-09-13 01:42:02,0.00,0.00,
2025-09-13 01:42:03,0.00,0.12,
2025-09-13 01:42:04,0.00,0.00,
2025-09-13 01:42:05,0.00,0.26,
2025-09-13 01:42:06,0.00,0.15,
2025-09-13 01:42:07,0.00,0.00,
2025-09-13 01:42:08,0.00,0.09,
2025-09-13 01:42:09,0.00,0.12,
2025-09-13 01:42:10,0.00,0.12,
2025-09-13 01:42:11,0.00,0.17,
2025-09-13 01:42:12,0.00,0.00,
2025-09-13 01:42:13,0.00,0.11,
2025-09-13 01:42:14,0.00,0.00,
2025-09-13 01:42:15,0.00,0.01,
2025-09-13 01:42:16,0.00,0.00,
2025-09-13 01:42:17,0.00,0.16,
2025-09-13 01:42:18,0.00,0.00,
2025-09-13 01:42:19,0.00,0.00,
2025-09-13 01:42:20,0.00,0.00,
2025-09-13 01:42:21,0.00,0.01,
2025-09-13 01:42:22,0.00,0.00,
2025-09-13 01:42:23,0.00,0.21,
2025-09-13 01:42:24,0.00,0.00,
2025-09-13 01:42:25,0.00,0.00,
2025-09-13 01:42:26,0.00,1.32,
2025-09-13 01:42:27,0.00,0.16,
2025-09-13 01:42:28,0.00,0.00,
2025-09-13 01:42:29,0.05,0.04,
2025-09-13 01:42:30,0.00,0.13,
2025-09-13 01:42:31,0.00,0.00,
2025-09-13 01:42:32,0.00,0.00,
2025-09-13 01:42:33,0.00,0.00,
2025-09-13 01:42:34,0.00,0.00,
2025-09-13 01:42:35,0.00,0.16,
2025-09-13 01:42:36,0.00,0.11,
2025-09-13 01:42:37,0.00,0.16,
2025-09-13 01:42:38,0.00,0.00,
2025-09-13 01:42:39,0.00,0.00,
2025-09-13 01:42:40,0.14,0.34,
2025-09-13 01:42:41,0.00,0.25,
2025-09-13 01:42:42,0.00,0.15,
2025-09-13 01:42:43,0.00,0.00,
2025-09-13 01:42:44,0.00,0.00,
2025-09-13 01:42:45,0.00,0.00,
2025-09-13 01:42:46,0.00,0.15,
2025-09-13 01:42:47,0.00,0.00,
2025-09-13 01:42:48,0.00,0.00,
2025-09-13 01:42:49,0.00,0.00,
2025-09-13 01:42:50,0.00,0.00,
2025-09-13 01:42:51,0.00,0.11,
2025-09-13 01:42:52,0.00,0.12,
2025-09-13 01:44:47,0.00,0.10,
2025-09-13 01:44:48,0.00,0.01,
2025-09-13 01:44:49,0.00,0.00,
2025-09-13 01:44:50,0.00,0.00,
2025-09-13 01:44:51,0.00,0.07,
2025-09-13 01:44:52,0.00,0.00,
2025-09-13 01:44:53,0.00,0.15,
2025-09-13 01:44:54,0.00,0.00,
2025-09-13 01:44:55,0.00,0.00,
2025-09-13 01:44:56,0.00,0.16,
2025-09-13 01:48:16,0.00,0.00,
2025-09-13 01:48:17,0.00,0.50,
2025-09-13 01:48:18,0.00,0.00,
2025-09-13 01:48:19,0.00,0.00,
2025-09-13 01:48:20,0.00,0.00,
2025-09-13 01:48:21,0.00,0.00,
2025-09-13 01:48:22,0.00,0.18,
2025-09-13 01:48:23,0.00,0.18,
2025-09-13 01:48:24,0.00,0.00,
2025-09-13 01:48:25,0.00,0.00,
2025-09-13 01:48:26,0.00,0.00,
2025-09-13 01:48:27,0.00,0.07,
2025-09-13 01:48:28,0.00,0.28,
2025-09-13 01:48:29,0.00,0.01,
2025-09-13 01:48:30,0.00,0.25,
2025-09-13 01:48:31,0.00,0.25,
2025-09-13 01:48:32,0.00,0.01,
2025-09-13 01:48:33,0.00,0.49,
2025-09-13 01:48:34,0.00,0.00,
2025-09-13 01:48:35,0.00,0.00,
2025-09-13 01:48:36,0.00,0.00,
2025-09-13 01:48:37,0.00,0.18,
2025-09-13 01:48:38,0.00,0.00,
2025-09-13 01:48:39,0.00,0.00,
2025-09-13 01:48:40,0.00,0.88,
2025-09-13 01:48:41,0.00,0.25,
2025-09-13 01:48:42,0.00,0.22,
2025-09-13 01:48:43,0.00,0.00,
2025-09-13 01:48:44,0.00,0.00,
2025-09-13 01:48:45,0.00,0.00,
2025-09-13 01:48:46,0.00,0.00,
2025-09-13 01:48:47,0.00,0.07,
2025-09-13 01:48:48,0.00,0.01,
2025-09-13 01:48:49,0.00,0.00,
2025-09-13 01:48:50,0.00,0.01,
2025-09-13 01:48:51,0.00,0.30,
2025-09-13 01:48:52,0.00,0.11,
2025-09-13 01:48:53,0.04,0.00,
2025-09-13 01:48:54,0.00,0.00,
2025-09-13 01:48:55,0.00,0.00,
2025-09-13 01:48:56,0.00,0.00,
2025-09-13 01:48:57,0.00,0.18,
2025-09-13 01:48:58,0.00,0.00,
2025-09-13 01:48:59,0.00,0.06,
2025-09-13 01:49:00,0.00,0.25,
2025-09-13 01:49:01,0.00,0.20,
2025-09-13 01:49:02,0.00,0.37,
2025-09-13 01:49:03,0.00,0.18,
2025-09-13 01:49:04,0.00,0.13,
2025-09-13 01:49:05,0.00,0.00,
2025-09-13 01:49:06,0.00,0.25,
2025-09-13 01:49:07,0.00,0.00,
2025-09-13 01:49:08,0.00,0.15,
2025-09-13 01:49:09,0.00,0.00,
2025-09-13 01:49:10,0.00,0.00,
